id,package,scope,file,line,suite,title,modifier,conditional_or_parameterized,status,swift_tests,review_note,upstream_sha
JS-025,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,415,connection,should fire reconnecting (on manager) with attempts number when reconnecting twice,,False,focused-regression,SocketReconnectEventsTest.testFiresReconnectAttemptWithTheAttemptsNumberWhenReconnectingTwice,"Ported 2026-09-18 (round 2): each .reconnectAttempt carries its own 1-based attempt number, matching JS backoff.attempts.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-026,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,441,connection,should not try to reconnect and should form a connection when connecting to correct port with default timeout,,False,focused-regression,SocketReconnectEventsTest.testNoReconnectEventsWhenTheFirstConnectSucceeds; JSParityE2ETest.testNoReconnectAttemptWhenConnectingToCorrectPort,Ported 2026-09-18 (round 2): no reconnect event of any kind fires when the first connect succeeds.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-027,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,464,connection,should connect while disconnecting another socket,,False,candidate-existing-test,testConnectWhileDisconnectingAnotherSocket,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-030,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,523,connection,should stop trying to reconnect,,False,candidate-existing-test,testStopTryingToReconnect,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-031,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,548,connection,should try to reconnect twice and fail when requested two attempts with incorrect address and reconnect enabled,,True,focused-regression,JSParityE2ETest.testReconnectTwiceThenFailWithIncorrectAddress,Ported 2026-09-18 (round 2): two attempts then .reconnectFailed against an unreachable address.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-032,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,572,connection,should not try to reconnect with incorrect port when reconnection disabled,,True,candidate-existing-test,testNoReconnectWhenDisabledWithIncorrectPort,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-033,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,596,connection,should still try to reconnect twice after opening another socket asynchronously,,True,focused-regression,JSParityE2ETest.testReconnectTwiceAfterOpeningAnotherSocketAsynchronously,"Ported 2026-09-18 (round 2): opening a second namespace mid-loop does not change the attempt budget, which ends in .reconnectFailed.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-038,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,725,connection,should get base64 data as a last resort,,True,candidate-existing-test,"SocketBasicPacketTest, SocketParserTest","Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-039,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,742,connection,should get binary data (as an ArrayBuffer),,True,candidate-existing-test,Data in SocketBasicPacketTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-040,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,757,connection,should send binary data (as an ArrayBuffer),,True,candidate-existing-test,Data in SocketBasicPacketTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-041,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,769,connection,should send binary data (as an ArrayBuffer) mixed with json,,True,candidate-existing-test,SocketBasicPacketTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-042,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,785,connection,should send events with ArrayBuffers in the correct order,,True,candidate-existing-test,testBinaryEventsArriveInOrder,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-046,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,846,connection,should reopen a cached socket,,False,candidate-existing-test,**gap closed** — socket(forNamespace:) re-connects an inactive socket when autoConnect is on; testReopenACachedSocket,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-047,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,870,connection,should not reopen a cached but active socket,,False,candidate-existing-test,testFetchingTheSameNamespaceTwiceSendsOneConnectFrame,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-048,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,897,connection,should not reopen an already active socket,,False,candidate-existing-test,testTwoNamespacesSendOneConnectFrameEach,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-049,socket.io-client,runtime-declaration,packages/socket.io-client/test/connection.ts,923,connection,should close the engine upon decoding exception,,False,candidate-existing-test,"**gap closed** — undecodable data closes the engine with ""parse error""; testParseErrorClosesEngineAndReconnectsWithFreshSession, SocketParseErrorTest","Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-055,socket.io-client,runtime-declaration,packages/socket.io-client/test/retry.ts,6,retry,should preserve the order of the packets,,False,focused-regression,JSParityRetryE2ETest; SocketRetrySafetyTest,"Retry behavior covered by real-server plus deterministic fake-writer regressions; network happy-path time budget widened, not literal JS timing.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-062,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,47,socket,doesn't fire an error event if we force disconnect in opening state,,False,candidate-existing-test,testNoErrorWhenDisconnectingWhileStillOpening,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-063,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,60,socket,fire a connect_error event when the connection cannot be established,,False,candidate-existing-test,**gap closed** — .connectError client event (.engineDidError while not connected),"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-064,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,73,socket,fire a connect_error event on open timeout (polling),,False,candidate-existing-test,"**gap closed** — .connectTimeout, testConnectErrorOnOpenTimeoutPolling","Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-065,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,89,socket,fire a connect_error event on open timeout (websocket),,False,candidate-existing-test,"**gap closed** — .connectTimeout, testConnectErrorOnOpenTimeoutWebsocket","Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-066,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,105,socket,doesn't fire a connect_error event when the connection is already established,,False,candidate-existing-test,testNoErrorEventWhenAnEstablishedConnectionDrops,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-067,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,121,socket,should change socket.id upon reconnection,,False,candidate-existing-test,testSocketIdChangesOnReconnection,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-070,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,171,socket > query option,should accept an object (default namespace),,False,focused-regression,JSParityE2ETest.testQueryOptionAcceptsAnObjectOnTheDefaultNamespace; SocketQueryOptionTest.testConnectParamsObjectReachesTheQuery,Ported 2026-09-18 (round 2): connectParams reach handshake.query on the default namespace.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-071,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,186,socket > query option,should accept a query string (default namespace),,False,focused-regression,JSParityE2ETest.testQueryOptionAcceptsAQueryStringOnTheDefaultNamespace; SocketQueryOptionTest.testQueryStringInTheServerURLReachesTheQuery,Ported 2026-09-18 (round 2): the server URL's own query string now reaches handshake.query; it used to be discarded when the engine rebuilt its URLs.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-072,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,198,socket > query option,should accept an object,,False,focused-regression,JSParityE2ETest.testQueryOptionAcceptsAnObjectOnACustomNamespace,"Ported 2026-09-18 (round 2): the same for a custom namespace, which this client selects with socket(forNamespace:) rather than in the URL.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-073,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,213,socket > query option,should accept a query string,,False,focused-regression,JSParityE2ETest.testQueryOptionAcceptsAQueryStringOnACustomNamespace; SocketQueryOptionTest.testEveryQueryStringParameterInTheServerURLIsKept; SocketQueryOptionTest.testConnectParamsReplaceTheURLQuery,"Ported 2026-09-18 (round 2): every URL parameter is kept, and an explicit connectParams replaces them (JS: if (parsed.query && !opts.query)).",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-074,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,226,socket > query option,should properly encode the parameters,,False,focused-regression,SocketQueryOptionTest.testPercentEncodedQueryStringIsNotDoubleEscaped; testQueryParametersAreProperlyEncoded,Ported 2026-09-18 (round 2): percent-encoded URL parameters are passed through verbatim rather than escaped a second time.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-081,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,348,socket,should throw on reserved event,,False,focused-regression,SocketProtocolSafetyTest; SocketNativeEngineTest; scripts/test-parser-safety.sh,Related malformed-input/reserved-event invariants explicitly asserted. Swift rejects some inputs earlier and enforces extra limits; not literal test transplantation.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-084,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,390,socket > volatile packets,should discard a volatile packet when the socket is not connected,,False,candidate-existing-test,SocketVolatileTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-085,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,407,socket > volatile packets,should discard a volatile packet when the pipe is not ready,,False,candidate-existing-test,"SocketVolatileTest, SocketEngineWritableTest","Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-086,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,424,socket > volatile packets,should send a volatile packet when the socket is connected and the pipe is ready,,False,candidate-existing-test,SocketVolatileTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-087,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,440,socket > onAny,should call listener,,False,candidate-existing-test,SocketAnyListenersTest / SocketAnyOutgoingListenersTest; SocketAnyListenersTest / SocketAnyOutgoingListenersTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-088,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,455,socket > onAny,should prepend listener,,False,candidate-existing-test,SocketAnyListenersTest / SocketAnyOutgoingListenersTest; SocketAnyListenersTest / SocketAnyOutgoingListenersTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-089,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,477,socket > onAny,should remove listener,,False,candidate-existing-test,SocketAnyListenersTest / SocketAnyOutgoingListenersTest; SocketAnyListenersTest / SocketAnyOutgoingListenersTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-090,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,499,socket > onAnyOutgoing,should call listener,,False,candidate-existing-test,SocketAnyListenersTest / SocketAnyOutgoingListenersTest; SocketAnyListenersTest / SocketAnyOutgoingListenersTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-092,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,537,socket > onAnyOutgoing,should prepend listener,,False,candidate-existing-test,SocketAnyListenersTest / SocketAnyOutgoingListenersTest; SocketAnyListenersTest / SocketAnyOutgoingListenersTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-094,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,584,socket > timeout,should timeout after the given delay when socket is not connected,,False,candidate-existing-test,SocketTimedEmitterTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-095,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,599,socket > timeout,should timeout when the server does not acknowledge the event,,False,candidate-existing-test,SocketTimedEmitterE2ETest (never_ack),"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-096,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,610,socket > timeout,should timeout when the server does not acknowledge the event in time,,False,candidate-existing-test,SocketTimedEmitterTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-097,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,628,socket > timeout,should not timeout when the server does acknowledge the event,,False,candidate-existing-test,SocketTimedEmitterE2ETest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-098,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,640,socket > timeout,should timeout when the server does not acknowledge the event (promise),,False,candidate-existing-test,SocketTimedEmitterAsyncTest,"Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-100,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,667,socket > timeout,should use the default timeout value,,False,candidate-existing-test,"**gap closed** — .ackTimeout + emit(_:_:ack:); testDefaultAckTimeoutApplies, SocketAckTimeoutTest","Historical PARITY.md pointer, not a newly certified identical assertion set. Duplicate titles retain all old candidates.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-101,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,681,socket > timeout > acknowledgement upon disconnection,should not ack upon disconnection (callback),,False,focused-regression,SocketRetrySafetyTest.testNoTimeoutModernAckIsRemovedSilentlyOnDisconnect; JSParityE2ETest.testANoTimeoutAckIsNotCalledAfterDisconnecting,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-105,socket.io-client,runtime-declaration,packages/socket.io-client/test/socket.ts,760,socket > timeout > acknowledgement upon disconnection,should ack with an error upon disconnection (promise & timeout),,False,focused-regression,SocketTimedEmitterAsyncTest.testAsyncEmitWithTimeoutThrowsDisconnectedOnDisconnect,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-131,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/polling.js,8,arraybuffer,should be able to receive binary data when bouncing it back (polling),,False,candidate-existing-test,SocketNativeTLSE2ETest,Real polling/WSS Data echo exists; native Data contract differs from JS ArrayBuffer API.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-132,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/polling.js,28,arraybuffer,should be able to receive binary data and a multibyte utf-8 string (polling),,False,focused-regression,JSParityFollowupE2ETest.testMixedBinaryAndUnicodePollingRoundTrip,Follow-up 2026-09-19: transferable-wire-regression. Binary including empty and 1024-byte Data mixed with multibyte UTF-8 survives ordered round trips through the real polling transport; standalone JS ArrayBuffer API is not claimed. See JavaScriptParityContracts.json for exact executable evidence.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-133,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/polling.js,56,arraybuffer,should be able to receive binary data when forcing base64 (polling),,False,focused-regression,EngineRemainingParityE2ETest.testForcedBase64Polling,Remaining-client review: Forced base64 polling returns bytes 0...4; observer sees bAAECAwQ= in the actual POST body. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-134,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/polling.js,77,arraybuffer,should merge binary packets according to maxPayload value,,False,candidate-existing-test,SocketEngineTest; SocketMaxPayloadE2ETest; max-payload-proof.mjs,Existing byte-budget/oversized-single-packet tests are relevant; complete binary/UTF-8 parameter expansion is not certified here.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-135,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/ws.js,7,arraybuffer,should be able to receive binary data when bouncing it back (ws),,False,candidate-existing-test,SocketNativeTLSE2ETest,Real polling/WSS Data echo exists; native Data contract differs from JS ArrayBuffer API.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-136,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/ws.js,30,arraybuffer,should be able to receive binary data and a multibyte utf-8 string (ws),,False,focused-regression,JSParityFollowupE2ETest.testMixedBinaryAndUnicodeWebSocketRoundTrip,Follow-up 2026-09-19: transferable-wire-regression. Binary including empty and 1024-byte Data mixed with multibyte UTF-8 survives ordered round trips through the real WebSocket transport; standalone JS ArrayBuffer API is not claimed. See JavaScriptParityContracts.json for exact executable evidence.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-137,engine.io-client,runtime-declaration,packages/engine.io-client/test/arraybuffer/ws.js,60,arraybuffer,should be able to receive binary data when bouncing it back and forcing base64 (ws),,False,focused-regression,EngineRemainingParityE2ETest.testForcedBase64WebSocket; EngineRemainingParityE2ETest.testForcedBase64AfterActualTransportUpgrade,"Remaining-client review: Direct WebSocket and completed polling-to-WebSocket upgrade return bytes 0...4 and empty Data. Actual client frames are base64 text, not binary frames; handshake requests b64=1. Native Data replaces ArrayBuffer/Blob. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-139,engine.io-client,runtime-declaration,packages/engine.io-client/test/blob/polling.js,10,blob,should be able to receive binary data as blob when bouncing it back (polling),,False,focused-regression,EngineRemainingParityE2ETest.testBinaryDataPolling,Remaining-client review: Native Data replaces Blob input/output. Bytes 0...4 and zero-length bytes survive the raw polling round trip in order; the engine API uses a separate text header. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-140,engine.io-client,runtime-declaration,packages/engine.io-client/test/blob/polling.js,36,blob,should be able to send data as a blob when bouncing it back (polling),,False,focused-regression,EngineRemainingParityE2ETest.testBinaryDataPolling,Remaining-client review: Native Data replaces Blob input/output. Bytes 0...4 and zero-length bytes survive the raw polling round trip in order; the engine API uses a separate text header. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-141,engine.io-client,runtime-declaration,packages/engine.io-client/test/blob/polling.js,55,blob,should merge binary packets according to maxPayload value,,False,focused-regression,EngineRemainingParityE2ETest.testBinaryMaxPayloadBatching,Remaining-client review: Five payloads at the original 72/20/20/20/72-byte boundaries are echoed in order. Every actual polling POST is at most the 100-byte advertised maxPayload. Includes base64 expansion and record separators. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-142,engine.io-client,runtime-declaration,packages/engine.io-client/test/blob/ws.js,9,blob,should be able to receive binary data as blob when bouncing it back (ws),,False,focused-regression,EngineRemainingParityE2ETest.testBinaryDataWebSocket,"Remaining-client review: Native Data replaces Blob input/output. WebSocket echoes bytes 0...4 and empty bytes; observer confirms binary frames, independently of the Socket.IO parser. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-143,engine.io-client,runtime-declaration,packages/engine.io-client/test/blob/ws.js,35,blob,should be able to send data as a blob when bouncing it back (ws),,False,focused-regression,EngineRemainingParityE2ETest.testBinaryDataWebSocket,"Remaining-client review: Native Data replaces Blob input/output. WebSocket echoes bytes 0...4 and empty bytes; observer confirms binary frames, independently of the Socket.IO parser. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-144,engine.io-client,runtime-declaration,packages/engine.io-client/test/blob/ws.js,54,blob,should be able to send data as a blob encoded into base64 when bouncing it back (ws),,False,focused-regression,EngineRemainingParityE2ETest.testForcedBase64WebSocket; EngineRemainingParityE2ETest.testForcedBase64AfterActualTransportUpgrade,"Remaining-client review: Direct WebSocket and completed polling-to-WebSocket upgrade return bytes 0...4 and empty Data. Actual client frames are base64 text, not binary frames; handshake requests b64=1. Native Data replaces ArrayBuffer/Blob. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-149,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,63,connection,should not send packets if socket closes,,False,focused-regression,SocketPollingCloseTest.testSendAfterCloseProducesNoPacket,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-150,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,79,connection,should merge packets according to maxPayload value,,False,candidate-existing-test,SocketEngineTest; SocketMaxPayloadE2ETest; max-payload-proof.mjs,Existing byte-budget/oversized-single-packet tests are relevant; complete binary/UTF-8 parameter expansion is not certified here.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-151,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,100,connection,should send a packet whose length is above the maxPayload value anyway,,False,candidate-existing-test,SocketEngineTest; SocketMaxPayloadE2ETest; max-payload-proof.mjs,Existing byte-budget/oversized-single-packet tests are relevant; complete binary/UTF-8 parameter expansion is not certified here.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-153,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,142,connection,should defer close when upgrading,,True,focused-regression,SocketPollingCloseTest.testCloseIsDeferredWhileUpgradeIsPaused; SocketNativeEngineTest.testCloseDeferredDuringUpgradeFlushesOverWebSocketAfterUpgrade,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
